phylogroup,unique.CDSs,num.genomes,sd,min,max
5,6362.16,34,104.417065829124,6257.74293417088,6466.57706582912
5,6374.25,35,105.552454765726,6268.69754523427,6479.80245476573
5,6384.57,36,104.961393094814,6279.60860690519,6489.53139309481
5,6400.88,37,105.241835979823,6295.63816402018,6506.12183597982
5,6411.02,38,104.690885057589,6306.32911494241,6515.71088505759
5,6424.87,39,99.9535907460573,6324.91640925394,6524.82359074606
5,6438.45,40,99.3959915253786,6339.05400847462,6537.84599152538
5,6452.29,41,94.5799106309024,6357.7100893691,6546.8699106309
5,6465.72,42,91.9800241818018,6373.7399758182,6557.7000241818
5,6478.44,43,90.6589034109544,6387.78109658904,6569.09890341095
5,6489.74,44,91.3383785379366,6398.40162146206,6581.07837853794
5,6502.33,45,91.4885934271193,6410.84140657288,6593.81859342712
5,6519.46,46,93.5777557095508,6425.88224429045,6613.03775570955
5,6534.33,47,89.4473554328992,6444.8826445671,6623.7773554329
5,6546.8,48,87.6363007669836,6459.16369923302,6634.43630076698
5,6557.28,49,83.1198574774446,6474.16014252256,6640.39985747744
5,6565.76,50,82.1292551132332,6483.63074488677,6647.88925511323
5,6574.44,51,80.046743919545,6494.39325608045,6654.48674391955
5,6587.55,52,71.8440194540446,6515.70598054596,6659.39401945404
5,6596.48,53,70.6840287419437,6525.79597125806,6667.16402874194
5,6607.85,54,68.8519675415557,6538.99803245844,6676.70196754156
5,6614.16,55,67.1363334769428,6547.02366652306,6681.29633347694
5,6626.63,56,63.0360895508167,6563.59391044918,6689.66608955082
5,6634.84,57,61.7930269675971,6573.0469730324,6696.6330269676
5,6643.79,58,57.9962198350161,6585.79378016498,6701.78621983502
5,6656.95,59,53.571320346211,6603.37867965379,6710.52132034621
5,6662.25,60,49.7245696641291,6612.52543033587,6711.97456966413
5,6672.2,61,47.597003555631,6624.60299644437,6719.79700355563
5,6677.49,62,47.3654383224176,6630.12456167758,6724.85543832242
5,6688.59,63,36.6402370311243,6651.94976296888,6725.23023703112
5,6696.42,64,29.6893614248973,6666.7306385751,6726.1093614249
5,6702.35,65,24.2330332189328,6678.11696678107,6726.58303321893
5,6712,66,0,6712,6712
9,4790.25,1,207.371835799436,4582.87816420056,4997.62183579944
9,5373.91,2,261.351927871252,5112.55807212875,5635.26192787125
9,5798.04,3,286.262644112258,5511.77735588774,6084.30264411226
9,6163.3,4,299.280365834008,5864.01963416599,6462.58036583401
9,6500.95,5,335.923252869136,6165.02674713086,6836.87325286914
9,6777.06,6,314.774308116951,6462.28569188305,7091.83430811695
9,7027.31,7,323.500665698033,6703.80933430197,7350.81066569803
9,7251.74,8,324.691885648626,6927.04811435137,7576.43188564863
9,7456.29,9,315.415944557037,7140.87405544296,7771.70594455704
9,7661.18,10,312.000951177001,7349.179048823,7973.180951177
9,7838.62,11,303.082006437635,7535.53799356237,8141.70200643763
9,8003.06,12,314.91309752041,7688.14690247959,8317.97309752041
9,8152.39,13,300.55144251186,7851.83855748814,8452.94144251186
9,8287.21,14,289.242490102696,7997.9675098973,8576.45249010269
9,8450.55,15,268.478179426714,8182.07182057329,8719.02817942671
9,8575.68,16,258.860161929841,8316.81983807016,8834.54016192984
9,8686.71,17,248.706077590201,8438.0039224098,8935.4160775902
9,8812.62,18,244.283482450164,8568.33651754984,9056.90348245017
9,8922.28,19,239.50112629161,8682.77887370839,9161.78112629161
9,9021.97,20,227.104588329703,8794.8654116703,9249.0745883297
9,9133.04,21,209.241048949905,8923.7989510501,9342.28104894991
9,9248.93,22,168.131697718716,9080.79830228128,9417.06169771872
9,9355.45,23,122.707204681747,9232.74279531825,9478.15720468175
9,9435.77,24,102.217025504709,9333.55297449529,9537.98702550471
9,9536,25,0,9536,9536
3,5109.51,1,237.195844368864,4872.31415563114,5346.70584436886
3,5931.58,2,306.67487406672,5624.90512593328,6238.25487406672
3,6492.75,3,391.274797516678,6101.47520248332,6884.02479751668
3,6965.4,4,439.875372616317,6525.52462738368,7405.27537261632
3,7376.9,5,471.960011574341,6904.93998842566,7848.86001157434
3,7771.04,6,476.093656858616,7294.94634314138,8247.13365685862
3,8101.01,7,495.650709836691,7605.35929016331,8596.66070983669
3,8424.02,8,467.571481706327,7956.44851829367,8891.59148170633
3,8788.2,9,484.808011568299,8303.3919884317,9273.0080115683
3,9092.82,10,464.530639191297,8628.2893608087,9557.3506391913
3,9386.46,11,453.601044393361,8932.85895560664,9840.06104439336
3,9655.2,12,446.11469739555,9209.08530260445,10101.3146973955
3,9884.63,13,447.150476445971,9437.47952355403,10331.780476446
3,10083.04,14,461.755563479251,9621.28443652075,10544.7955634793
3,10283.71,15,471.71188979047,9811.99811020953,10755.4218897905
3,10505.79,16,448.795724042901,10056.9942759571,10954.5857240429
3,10695.09,17,417.10893122187,10277.9810687781,11112.1989312219
3,10924.25,18,407.494695385936,10516.7553046141,11331.7446953859
3,11119.24,19,396.869291766792,10722.3707082332,11516.1092917668
3,11313.72,20,392.429729410569,10921.2902705894,11706.1497294106
3,11486.15,21,334.379460699029,11151.770539301,11820.529460699
3,11646.87,22,313.008201880469,11333.8617981195,11959.8782018805
3,11823.21,23,299.625870921141,11523.5841290789,12122.8358709211
3,11970.38,24,273.951620738134,11696.4283792619,12244.3316207381
3,12125.16,25,256.464450841544,11868.6955491585,12381.6244508415
3,12289.32,26,219.688111336563,12069.6318886634,12509.0081113366
3,12446.55,27,180.115247897707,12266.4347521023,12626.6652478977
3,12583.79,28,143.179854050982,12440.610145949,12726.969854051
3,12723,29,0,12723,12723
2,4709.43,1,148.073572690379,4561.35642730962,4857.50357269038
2,5329.46,2,270.747801692298,5058.7121983077,5600.2078016923
2,5741.68,3,345.463555650706,5396.21644434929,6087.14355565071
2,6091.52,4,404.167269102956,5687.35273089704,6495.68726910296
2,6408.76,5,420.243943586594,5988.51605641341,6829.00394358659
2,6690.01,6,447.851515233531,6242.15848476647,7137.86151523353
2,6928.01,7,472.122127133746,6455.88787286625,7400.13212713375
2,7148.33,8,488.540519808695,6659.78948019131,7636.87051980869
2,7372.79,9,486.461752106603,6886.3282478934,7859.2517521066
2,7572.67,10,508.326389520383,7064.34361047962,8080.99638952038
2,7762.97,11,502.481990330062,7260.48800966994,8265.45199033006
2,7912.75,12,489.906966534041,7422.84303346596,8402.65696653404
2,8098.25,13,500.349683277161,7597.90031672284,8598.59968327716
2,8247.92,14,488.303881209274,7759.61611879073,8736.22388120927
2,8375.86,15,504.244249377524,7871.61575062248,8880.10424937753
2,8500.37,16,494.426443651448,8005.94355634855,8994.79644365145
2,8640.71,17,497.196327196589,8143.51367280341,9137.90632719659
2,8769.51,18,509.831869592835,8259.67813040716,9279.34186959284
2,8893,19,515.934965755267,8377.06503424473,9408.93496575527
2,9021.44,20,525.165626976457,8496.27437302354,9546.60562697646
2,9135.76,21,532.898461342318,8602.86153865768,9668.65846134232
2,9253.08,22,528.709018136239,8724.37098186376,9781.78901813624
2,9367.82,23,545.292477909467,8822.52752209053,9913.11247790947
2,9480.26,24,524.809145106942,8955.45085489306,10005.0691451069
2,9586.52,25,520.646965056191,9065.87303494381,10107.1669650562
2,9687.3,26,545.842958508705,9141.45704149129,10233.1429585087
2,9788.64,27,550.300276524948,9238.33972347505,10338.9402765249
2,9880.16,28,537.758586517907,9342.40141348209,10417.9185865179
2,9971.69,29,550.062121285157,9421.62787871484,10521.7521212852
2,10083.47,30,552.93745340114,9530.53254659886,10636.4074534011
2,10166.83,31,563.869138321575,9602.96086167842,10730.6991383216
2,10256.08,32,564.580736189934,9691.49926381007,10820.6607361899
2,10354.46,33,583.347297148885,9771.11270285111,10937.8072971489
2,10437.14,34,583.601756770017,9853.53824322998,11020.74175677
2,10519.2,35,581.194311984235,9938.00568801577,11100.3943119842
2,10606.18,36,577.224172268024,10028.955827732,11183.404172268
2,10684.09,37,581.95199383739,10102.1380061626,11266.0419938374
2,10771.72,38,566.041046446833,10205.6789535532,11337.7610464468
2,10858.69,39,547.457441637284,10311.2325583627,11406.1474416373
2,10924.19,40,547.550499400685,10376.6395005993,11471.7404994007
2,10998.41,41,551.015299701424,10447.3947002986,11549.4252997014
2,11069.24,42,555.670858903311,10513.5691410967,11624.9108589033
2,11139.87,43,560.134068637576,10579.7359313624,11700.0040686376
2,11209.14,44,534.552961913887,10674.5870380861,11743.6929619139
2,11282.7,45,537.878520699891,10744.8214793001,11820.5785206999
2,11344.83,46,525.67495919748,10819.1550408025,11870.5049591975
2,11419.41,47,523.491851981393,10895.9181480186,11942.9018519814
2,11479.76,48,520.40945650924,10959.3505434908,12000.1694565092
2,11551.55,49,514.123052027686,11037.4269479723,12065.6730520277
2,11617.52,50,521.411613126357,11096.1083868736,12138.9316131264
2,11680.29,51,509.123256989976,11171.16674301,12189.41325699
2,11742.48,52,500.934631111151,11241.5453688888,12243.4146311112
2,11820.14,53,516.083013837616,11304.0569861624,12336.2230138376
2,11890.14,54,503.579350271834,11386.5606497282,12393.7193502718
2,11943.52,55,505.618662550337,11437.9013374497,12449.1386625503
2,12007.64,56,497.797178283556,11509.8428217164,12505.4371782836
2,12074.4,57,489.986662362282,11584.4133376377,12564.3866623623
2,12154.78,58,484.044942816952,11670.735057183,12638.824942817
2,12218.73,59,495.67429545188,11723.0557045481,12714.4042954519
2,12264.08,60,483.643613676956,11780.436386323,12747.723613677
2,12308.44,61,486.608575196272,11821.8314248037,12795.0485751963
2,12358.99,62,490.265223932903,11868.7247760671,12849.2552239329
2,12415.29,63,491.799710710108,11923.4902892899,12907.0897107101
2,12471.58,64,493.816208807293,11977.7637911927,12965.3962088073
2,12521.79,65,485.045645982797,12036.7443540172,13006.8356459828
2,12576.93,66,488.148455126537,12088.7815448735,13065.0784551265
2,12614.29,67,492.875961100055,12121.4140388999,13107.1659611001
2,12649.85,68,491.141185547918,12158.7088144521,13140.9911855479
2,12703.13,69,493.78700792135,12209.3429920786,13196.9170079213
2,12746.33,70,489.912052610394,12256.4179473896,13236.2420526104
2,12794.05,71,478.200527968649,12315.8494720314,13272.2505279686
2,12836.39,72,487.876451801296,12348.5135481987,13324.2664518013
2,12888.46,73,477.640611693974,12410.819388306,13366.100611694
2,12927.85,74,488.267714590174,12439.5822854098,13416.1177145902
2,12975.1,75,489.007291676854,12486.0927083231,13464.1072916769
2,13009.94,76,493.806096570406,12516.1339034296,13503.7460965704
2,13054.73,77,500.010158583672,12554.7198414163,13554.7401585837
2,13100.36,78,500.754895183767,12599.6051048162,13601.1148951838
2,13150.61,79,487.527443309398,12663.0825566906,13638.1374433094
2,13191.02,80,471.056366697299,12719.9636333027,13662.0763666973
2,13226.79,81,476.605935843028,12750.184064157,13703.395935843
2,13257.54,82,475.736078688233,12781.8039213118,13733.2760786882
2,13305.27,83,479.202680701933,12826.0673192981,13784.4726807019
2,13345.54,84,470.325965193666,12875.2140348063,13815.8659651937
2,13386.12,85,459.908626849405,12926.2113731506,13846.0286268494
2,13424.37,86,463.200300391557,12961.1696996084,13887.5703003916
2,13476.54,87,467.939917148138,13008.6000828519,13944.4799171481
2,13518.41,88,475.874932533897,13042.5350674661,13994.2849325339
2,13555.88,89,475.424728346383,13080.4552716536,14031.3047283464
2,13598.4,90,477.58383895639,13120.8161610436,14075.9838389564
2,13637.87,91,481.329842491329,13156.5401575087,14119.1998424913
2,13676.65,92,489.916038467281,13186.7339615327,14166.5660384673
2,13719.29,93,494.992261851566,13224.2977381484,14214.2822618516
2,13741.99,94,497.487678036331,13244.5023219637,14239.4776780363
2,13784.76,95,496.739980759399,13288.0200192406,14281.4999807594
2,13822.18,96,493.040133592929,13329.1398664071,14315.2201335929
2,13845.14,97,490.308870287728,13354.8311297123,14335.4488702877
2,13876.29,98,502.13355491313,13374.1564450869,14378.4235549131
2,13913.77,99,496.001015293031,13417.768984707,14409.771015293
2,13948.47,100,496.772887868503,13451.6971121315,14445.2428878685
2,13988.86,101,488.845847921718,13500.0141520783,14477.7058479217
2,14036.79,102,483.990009392672,13552.7999906073,14520.7800093927
2,14075.29,103,486.412185332979,13588.877814667,14561.702185333
2,14106.1,104,483.641270765718,13622.4587292343,14589.7412707657
2,14146.93,105,485.158294588561,13661.7717054114,14632.0882945886
2,14179.78,106,486.137083796766,13693.6429162032,14665.9170837968
2,14223.89,107,486.830563829745,13737.0594361703,14710.7205638297
2,14261.79,108,485.167914179715,13776.6220858203,14746.9579141797
2,14297.75,109,487.620202741039,13810.129797259,14785.370202741
2,14332.78,110,488.985314687259,13843.7946853127,14821.7653146873
2,14370.74,111,483.178023531951,13887.561976468,14853.918023532
2,14402.77,112,476.512199065864,13926.2578009341,14879.2821990659
2,14444.11,113,473.851655920059,13970.2583440799,14917.9616559201
2,14479.54,114,475.737395094089,14003.8026049059,14955.2773950941
2,14512.49,115,472.395474943902,14040.0945250561,14984.8854749439
2,14545.93,116,473.005739282241,14072.9242607178,15018.9357392822
2,14577.46,117,476.402796640054,14101.0572033599,15053.8627966401
2,14604.39,118,475.663723313821,14128.7262766862,15080.0537233138
2,14635.87,119,468.619758310283,14167.2502416897,15104.4897583103
2,14667.02,120,463.930288650432,14203.0897113496,15130.9502886504
2,14703.96,121,462.717552873644,14241.2424471264,15166.6775528736
2,14741.55,122,467.634243136167,14273.9157568638,15209.1842431362
2,14772.87,123,463.290681599108,14309.5793184009,15236.1606815991
2,14797.12,124,465.940740151935,14331.1792598481,15263.0607401519
2,14824.06,125,465.422515114769,14358.6374848852,15289.4825151148
2,14851.29,126,451.038583648222,14400.2514163518,15302.3285836482
2,14885.82,127,442.488837501164,14443.3311624988,15328.3088375012
2,14912.2,128,439.753994589675,14472.4460054103,15351.9539945897
2,14953.25,129,432.056753076246,14521.1932469238,15385.3067530762
2,14982.53,130,433.475069011524,14549.0549309885,15416.0050690115
2,15003.68,131,426.650162559586,14577.0298374404,15430.3301625596
2,15031.54,132,431.449270634814,14600.0907293652,15462.9892706348
2,15062.12,133,428.595316178916,14633.5246838211,15490.7153161789
2,15092.4,134,424.990837690899,14667.4091623091,15517.3908376909
2,15122.71,135,430.729948793764,14691.9800512062,15553.4399487938
2,15145.27,136,431.786326108344,14713.4836738917,15577.0563261083
2,15173.99,137,431.045041940884,14742.9449580591,15605.0350419409
2,15201.93,138,424.495095330436,14777.4349046696,15626.4250953304
2,15230.9,139,426.949704889288,14803.9502951107,15657.8497048893
2,15269.98,140,422.682749431139,14847.2972505689,15692.6627494311
2,15294.98,141,416.159691086064,14878.8203089139,15711.1396910861
2,15320.8,142,416.151851655575,14904.6481483444,15736.9518516556
2,15347.84,143,408.729337228331,14939.1106627717,15756.5693372283
2,15384.94,144,404.036922505202,14980.9030774948,15788.9769225052
2,15409.2,145,405.669816476405,15003.5301835236,15814.8698164764
2,15435.79,146,402.274952330775,15033.5150476692,15838.0649523308
2,15469.93,147,402.288359691695,15067.6416403083,15872.2183596917
2,15497.4,148,404.805777097755,15092.5942229022,15902.2057770978
2,15527.3,149,403.944078037812,15123.3559219622,15931.2440780378
2,15560.6,150,408.876657700242,15151.7233422998,15969.4766577002
2,15585.89,151,406.911920457119,15178.9780795429,15992.8019204571
2,15608.3,152,405.833112438494,15202.4668875615,16014.1331124385
2,15639.43,153,403.514991773365,15235.9150082266,16042.9449917734
2,15664.31,154,402.901213423065,15261.4087865769,16067.2112134231
2,15687.46,155,399.321581756566,15288.1384182434,16086.7815817566
2,15705.29,156,397.765965783089,15307.5240342169,16103.0559657831
2,15734.11,157,405.182909064511,15328.9270909355,16139.2929090645
2,15762.66,158,400.461002527655,15362.1989974723,16163.1210025277
2,15789.27,159,400.00428924468,15389.2657107553,16189.2742892447
2,15816.99,160,398.708635041387,15418.2813649586,16215.6986350414
2,15838.04,161,403.087376045533,15434.9526239545,16241.1273760455
2,15860.24,162,411.222914308682,15449.0170856913,16271.4629143087
2,15891.74,163,405.871791967798,15485.8682080322,16297.6117919678
2,15917.29,164,405.575717376241,15511.7142826238,16322.8657173762
2,15948.76,165,408.65987240385,15540.1001275961,16357.4198724039
2,15970.93,166,404.745717779208,15566.1842822208,16375.6757177792
2,15997.43,167,410.174642652063,15587.2553573479,16407.6046426521
2,16018.85,168,412.963431134702,15605.8865688653,16431.8134311347
2,16040.42,169,410.880089662189,15629.5399103378,16451.3000896622
2,16062.72,170,400.184101067839,15662.5358989322,16462.9041010678
2,16090.89,171,402.252769795412,15688.6372302046,16493.1427697954
2,16116.41,172,396.161381640147,15720.2486183599,16512.5713816401
2,16134.05,173,397.112008090535,15736.9379919095,16531.1620080905
2,16157.52,174,400.702022339632,15756.8179776604,16558.2220223396
2,16178.24,175,402.934290956085,15775.3057090439,16581.1742909561
2,16201.82,176,396.288115268463,15805.5318847315,16598.1081152685
2,16228.67,177,396.87728187525,15831.7927181248,16625.5472818752
2,16252.75,178,394.166154141508,15858.5838458585,16646.9161541415
2,16278.17,179,401.079705799284,15877.0902942007,16679.2497057993
2,16302.48,180,393.996320548886,15908.4836794511,16696.4763205489
2,16327.04,181,386.693440034424,15940.3465599656,16713.7334400344
2,16351.94,182,388.939449469368,15963.0005505306,16740.8794494694
2,16370.9,183,390.350464132534,15980.5495358675,16761.2504641325
2,16392.47,184,381.300921884937,16011.1690781151,16773.7709218849
2,16412.64,185,377.614081230341,16035.0259187697,16790.2540812303
2,16436.67,186,380.284079221167,16056.3859207788,16816.9540792212
2,16457.32,187,379.258523805053,16078.0614761949,16836.5785238051
2,16475.2,188,378.706383960616,16096.4936160394,16853.9063839606
2,16498.58,189,382.076204255886,16116.5037957441,16880.6562042559
2,16520.95,190,380.040704226122,16140.9092957739,16900.9907042261
2,16535.55,191,378.739626320583,16156.8103736794,16914.2896263206
2,16558.03,192,376.491014420522,16181.5389855795,16934.5210144205
2,16580.76,193,375.118570345673,16205.6414296543,16955.8785703457
2,16596.67,194,374.34972723755,16222.3202727624,16971.0197272375
2,16623.01,195,374.657944873141,16248.3520551269,16997.6679448731
2,16637.79,196,377.384467436892,16260.4055325631,17015.1744674369
2,16657.7,197,375.508207821632,16282.1917921784,17033.2082078216
2,16681.15,198,367.517672907018,16313.632327093,17048.667672907
2,16701.06,199,368.951854733258,16332.1081452667,17070.0118547333
2,16717.85,200,369.507025534281,16348.3429744657,17087.3570255343
2,16737.5,201,368.386366674332,16369.1136333257,17105.8863666743
2,16759.58,202,364.395228322549,16395.1847716775,17123.9752283225
2,16781.92,203,361.862010644216,16420.0579893558,17143.7820106442
2,16801.26,204,364.370402616665,16436.8895973833,17165.6304026167
2,16828.93,205,363.38727025285,16465.5427297472,17192.3172702528
2,16846.87,206,359.946787733965,16486.923212266,17206.816787734
2,16875,207,361.89587765354,16513.1041223465,17236.8958776535
2,16895.77,208,361.117985000622,16534.6520149994,17256.8879850006
2,16920.66,209,357.764643023846,16562.8953569762,17278.4246430238
2,16944.6,210,351.32016535613,16593.2798346439,17295.9201653561
2,16965.64,211,352.524159785288,16613.1158402147,17318.1641597853
2,16990.79,212,351.847628149379,16638.9423718506,17342.6376281494
2,17010.6,213,350.878407095188,16659.7215929048,17361.4784070952
2,17037.84,214,351.353938789692,16686.4860612103,17389.1939387897
2,17054.15,215,351.556262290342,16702.5937377097,17405.7062622903
2,17075.74,216,351.798944531869,16723.9410554681,17427.5389445319
2,17092.18,217,346.814111418189,16745.3658885818,17438.9941114182
2,17111.43,218,347.842419186991,16763.587580813,17459.272419187
2,17126.91,219,343.779089714969,16783.130910285,17470.689089715
2,17142.6,220,343.844250623547,16798.7557493765,17486.4442506235
